URL_ID,URL,Positive Score,Negative Score,Polarity Score,Subjectivity Score,Avg Sentence Length,Word Count,Avg Word Length
Netclan20241101,https://insights.blackcoffer.com/integration-of-video-conferencing-data-to-the-existing-web-app/,3,1,0.1111111111111111,0.24074074074074078,357.0,357,6.778711484593837
Netclan20241102,https://insights.blackcoffer.com/design-develop-an-app-in-retool-which-shows-the-progress-of-the-added-video/,4,3,0.07884615384615384,0.2826923076923077,360.0,360,5.897222222222222
Netclan20241103,https://insights.blackcoffer.com/auvik-connectwise-integration-in-grafana/,8,2,0.12625,0.29416666666666663,70.16666666666667,421,6.904988123515439
Netclan20241104,https://insights.blackcoffer.com/data-integration-and-big-data-performance-using-elk-stack/,14,3,0.1209210329899985,0.3434094640991192,34.86666666666667,523,6.575525812619503
Netclan20241105,https://insights.blackcoffer.com/web-data-connector/,9,2,0.06719367588932806,0.27503800547278806,47.27272727272727,520,6.282692307692308
Netclan20241106,https://insights.blackcoffer.com/an-app-for-updating-the-email-id-of-the-user-and-stripe-refund-tool-using-retool/,17,5,0.17202797202797201,0.4029137529137529,138.33333333333334,415,5.807228915662651
Netclan20241107,https://insights.blackcoffer.com/an-ai-ml-based-web-application-that-detects-the-correctness-of-text-in-a-given-video/,4,7,-0.09285714285714285,0.4928571428571428,231.5,463,6.045356371490281
Netclan20241108,https://insights.blackcoffer.com/website-tracking-and-insights-using-google-analytics-google-tag-manager/,30,7,0.15916477702191992,0.3935374149659864,95.75,1149,5.757180156657963
Netclan20241109,https://insights.blackcoffer.com/dashboard-to-track-the-analytics-of-the-website-using-google-analytics-and-google-tag-manager/,34,11,0.13232467532467537,0.4676603174603175,62.8421052631579,1194,5.711892797319933
Netclan20241110,https://insights.blackcoffer.com/power-bi-dashboard-on-operations-transactions-and-marketing-embedding-the-dashboard-to-web-app/,6,6,0.11828808446455505,0.318815987933635,91.25,365,6.8931506849315065
Netclan20241111,https://insights.blackcoffer.com/nft-data-automation-looksrare-and-etl-tool/,9,3,0.11420068027210885,0.25733908948194667,51.6,516,5.8062015503875966
Netclan20241112,https://insights.blackcoffer.com/optimize-the-data-scraper-program-to-easily-accommodate-large-files-and-solve-oom-errors/,16,4,0.1595238095238095,0.3523809523809524,116.0,348,6.787356321839081
Netclan20241113,https://insights.blackcoffer.com/making-a-robust-way-to-sync-data-from-airtables-to-mongodb-using-python-etl-solution/,14,4,0.07045598845598845,0.3569220779220779,100.4,502,6.053784860557769
Netclan20241114,https://insights.blackcoffer.com/incident-duration-prediction-infrastructure-and-real-estate/,12,2,0.11929012345679013,0.3125,59.5,357,6.831932773109243
Netclan20241115,https://insights.blackcoffer.com/statistical-data-analysis-of-reinforced-concrete/,20,5,0.11865079365079363,0.3699023199023199,97.33333333333333,584,6.448630136986301
Netclan20241116,https://insights.blackcoffer.com/database-normalization-segmentation-with-google-data-studio-dashboard-insights/,11,7,0.1412972085385878,0.38041871921182263,88.0,352,6.732954545454546
Netclan20241117,https://insights.blackcoffer.com/power-bi-dashboard-to-drive-insights-from-complex-data-to-generate-business-insights/,9,4,0.08506493506493507,0.3256132756132756,80.16666666666667,481,5.968814968814969
Netclan20241118,https://insights.blackcoffer.com/real-time-dashboard-to-monitor-infrastructure-activity-and-machines/,5,5,0.056837606837606844,0.36591880341880334,190.0,380,6.755263157894737
Netclan20241119,https://insights.blackcoffer.com/electric-vehicles-ev-load-management-system-to-forecast-energy-demand/,8,8,0.10952380952380951,0.4428571428571429,81.57142857142857,571,6.029772329246935
Netclan20241120,https://insights.blackcoffer.com/power-bi-data-driven-map-dashboard/,5,1,0.10714285714285715,0.20238095238095238,82.0,328,6.460365853658536
Netclan20241121,https://insights.blackcoffer.com/google-local-service-ads-lsa-leads-dashboard/,26,8,0.12861111111111112,0.4298888888888889,46.59090909090909,1025,5.729756097560975
Netclan20241122,https://insights.blackcoffer.com/aws-lex-voice-and-chatbot/,21,3,0.24412177328843995,0.42255892255892247,41.88235294117647,712,5.337078651685394
Netclan20241123,https://insights.blackcoffer.com/metabridges-api-decentraland-integration/,6,4,0.04791666666666667,0.3536458333333333,48.125,385,6.55064935064935
Netclan20241124,https://insights.blackcoffer.com/microsoft-azure-chatbot-with-luis-language-understanding/,9,1,0.16916666666666666,0.3675,113.0,339,6.7492625368731565
Netclan20241125,https://insights.blackcoffer.com/impact-of-news-media-and-press-on-innovation-startups-and-investments/,15,4,0.09645061728395062,0.4540123456790123,53.25,426,6.091549295774648
Netclan20241126,https://insights.blackcoffer.com/aws-quicksight-reporting-dashboard/,26,9,0.1115505706414797,0.4568299125117306,119.4,597,5.958123953098827
Netclan20241127,https://insights.blackcoffer.com/google-data-studio-dashboard-for-marketing-ads-and-traction-data/,13,2,0.15314900153609828,0.35756528417818734,106.5,639,5.931142410015649
Netclan20241128,https://insights.blackcoffer.com/gangala-in-e-commerce-big-data-etl-elt-solution-and-data-warehouse/,16,5,0.2065767565767566,0.4048359048359048,59.375,475,5.991578947368421
Netclan20241129,https://insights.blackcoffer.com/big-data-solution-to-an-online-multivendor-marketplace-ecommerce-business/,34,5,0.23102045803658708,0.41604676685321856,178.75,715,5.66993006993007
Netclan20241130,https://insights.blackcoffer.com/creating-a-custom-report-and-dashboard-using-the-data-got-from-atera-api/,5,4,0.042010582010582005,0.4566402116402116,159.0,318,6.6069182389937104
Netclan20241131,https://insights.blackcoffer.com/azure-data-lake-and-power-bi-dashboard/,9,4,0.09329004329004328,0.42967429396000817,142.33333333333334,427,7.112412177985949
Netclan20241132,https://insights.blackcoffer.com/google-data-studio-pipeline-with-gcp-mysql/,11,4,0.0675069554101812,0.3186762162568614,48.0,768,6.09765625
Netclan20241133,https://insights.blackcoffer.com/quickbooks-dashboard-to-find-patterns-in-finance-sales-and-forecasts/,22,17,0.029732304732304732,0.3415815665815665,40.696969696969695,1343,6.080416976917349
Netclan20241134,https://insights.blackcoffer.com/marketing-sales-and-financial-data-business-dashboard-wink-report/,16,4,0.06779220779220778,0.37477453102453107,47.8125,765,6.750326797385621
Netclan20241135,https://insights.blackcoffer.com/react-native-apps-in-the-development-portfolio/,4,1,0.1571428571428571,0.24285714285714288,165.0,165,9.32121212121212
Netclan20241136,https://insights.blackcoffer.com/a-leading-firm-website-seo-optimization/,4,5,0.04444444444444443,0.35555555555555557,225.0,225,7.697777777777778
Netclan20241137,https://insights.blackcoffer.com/a-leading-hospitality-firm-in-the-usa-website-seo-optimization/,4,6,0.011363636363636354,0.31287878787878787,121.5,243,6.979423868312757
Netclan20241138,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-website-seo-optimization/,3,8,-0.05,0.33958333333333335,242.0,242,7.347107438016529
Netclan20241139,https://insights.blackcoffer.com/a-leading-musical-instrumental-website-seo-optimization/,4,4,0.05179063360881542,0.24738292011019283,202.0,202,7.50990099009901
Netclan20241140,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-seo-and-website-optimization/,3,4,0.04444444444444443,0.2888888888888889,102.0,204,8.063725490196079
Netclan20241141,https://insights.blackcoffer.com/immigration-datawarehouse-ai-based-recommendations/,17,5,0.11530817667181305,0.4902262510217057,97.875,783,5.706257982120051
Netclan20241142,https://insights.blackcoffer.com/lipsync-automation-for-celebrities-and-influencers/,12,1,0.163510101010101,0.5042929292929292,65.75,263,7.47148288973384
Netclan20241143,https://insights.blackcoffer.com/key-audit-matters-predictive-modeling/,12,6,0.08237734487734487,0.5840728715728716,81.5,652,5.783742331288344
Netclan20241144,https://insights.blackcoffer.com/splitting-of-songs-into-its-vocals-and-instrumental/,9,7,0.042280701754385974,0.41070175438596496,70.6,353,6.5127478753541075
Netclan20241145,https://insights.blackcoffer.com/ai-and-ml-technologies-to-evaluate-learning-assessments/,13,6,0.08073476702508962,0.4418458781362007,53.8,538,6.210037174721189
Netclan20241146,https://insights.blackcoffer.com/datawarehouse-and-recommendations-engine-for-airbnb/,12,4,0.0957070707070707,0.38494949494949493,187.0,561,5.8449197860962565
Netclan20241147,https://insights.blackcoffer.com/real-estate-data-warehouse/,17,3,0.128125,0.43229166666666674,64.42857142857143,451,6.467849223946785
Netclan20241148,https://insights.blackcoffer.com/traction-dashboards-of-marketing-campaigns-and-posts/,11,4,0.1265625,0.45208333333333334,74.16666666666667,445,6.514606741573034
Netclan20241149,https://insights.blackcoffer.com/google-local-service-ads-lsa-data-warehouse/,6,1,0.08095238095238094,0.17639751552795033,175.0,350,6.6571428571428575
Netclan20241150,https://insights.blackcoffer.com/google-local-service-ads-missed-calls-and-messages-automation-tool/,8,3,0.04374999999999999,0.28611111111111115,184.0,368,6.5625
Netclan20241151,https://insights.blackcoffer.com/marketing-ads-leads-call-status-data-tool-to-bigquery/,3,1,0.08333333333333333,0.16111111111111112,107.66666666666667,323,6.78328173374613
Netclan20241152,https://insights.blackcoffer.com/marketing-analytics-to-automate-leads-call-status-and-reporting/,3,1,0.07692307692307693,0.2608974358974359,108.66666666666667,326,6.696319018404908
Netclan20241153,https://insights.blackcoffer.com/callrail-analytics-leads-report-alert/,5,2,0.08124999999999999,0.27068452380952374,51.285714285714285,359,6.487465181058496
Netclan20241154,https://insights.blackcoffer.com/marketing-automation-tool-to-notify-lead-details-to-clients-over-email-and-phone/,6,2,0.04722222222222222,0.23703703703703707,183.5,367,6.147138964577657
Netclan20241155,https://insights.blackcoffer.com/data-etl-local-service-ads-leads-to-bigquery/,8,3,0.07742857142857142,0.27920634920634924,169.5,339,6.6902654867256635
Netclan20241156,https://insights.blackcoffer.com/marbles-stimulation-using-python/,14,7,0.08064713064713065,0.40337810337810337,44.333333333333336,532,6.112781954887218
Netclan20241157,https://insights.blackcoffer.com/stocktwits-data-structurization/,29,10,0.07420995670995674,0.40468614718614715,57.27777777777778,1031,5.9224054316197865
Netclan20241158,https://insights.blackcoffer.com/sentimental-analysis-on-shareholder-letter-of-companies/,13,12,0.01514152514152514,0.4626473526473525,74.33333333333333,669,6.400597907324364
Netclan20241159,https://insights.blackcoffer.com/population-and-community-survey-of-america/,23,14,0.0767717996289425,0.4316755565862708,98.7,987,6.026342451874367
Netclan20241160,https://insights.blackcoffer.com/google-lsa-api-data-automation-and-dashboarding/,34,19,0.06391997410689,0.2551761945219889,63.69565217391305,1465,5.683276450511945
Netclan20241161,https://insights.blackcoffer.com/healthcare-data-analysis/,17,8,0.060069444444444446,0.33171296296296293,71.71428571428571,502,5.812749003984064
Netclan20241162,https://insights.blackcoffer.com/budget-sales-kpi-dashboard-using-power-bi/,3,0,0.06,0.41,249.0,249,6.7269076305220885
Netclan20241163,https://insights.blackcoffer.com/amazon-buy-bot-an-automation-ai-tool-to-auto-checkouts/,5,1,0.11507936507936507,0.2265873015873016,82.0,246,6.471544715447155
